Syst,Gene,alphaLow,alpha,alphaHigh,thalfLowRaw,thalfRaw,thalfHighRaw,thalfLow,thalf,thalfHigh,Yeq,iterations,GoodMeanCounts,ss.abundance,syn.low,syn,syn.high
YOR116C,RPO31,0.0883,0.1027,0.1183,5.9,6.7,7.8,6.2,7.2,8.5,11223.4,944,1,6.037,0.533,0.62,0.714
YOR117W,RPT5,0.056,0.0686,0.0813,8.5,10.1,12.4,9.3,11.2,14.1,8034.9,1000,1,10.12,0.567,0.695,0.823
YOR118W,RTC5,0.0606,0.0747,0.092,7.5,9.3,11.4,8.1,10.2,12.9,2291.5,1000,1,2.631,0.159,0.197,0.242
YOR119C,RIO1,0.1345,0.1555,0.178,3.9,4.5,5.2,4.1,4.7,5.4,916.3,1000,1,3.361,0.452,0.523,0.598
YOR120W,GCY1,0.0532,0.0648,0.0759,9.1,10.7,13,10,12,15,1246,1000,1,3.761,0.2,0.244,0.285
YOR121C,YOR121C,0.0398,0.0572,0.0757,9.2,12.1,17.4,10.1,13.8,21,393.9,1000,0,6.338,0.252,0.363,0.48
YOR122C,PFY1,0.0225,0.0307,0.0384,18,22.6,30.8,22,29.2,44.4,9182.7,1000,1,64.85,1.459,1.991,2.49
YOR123C,LEO1,0.0687,0.0907,0.1132,6.1,7.6,10.1,6.5,8.3,11.2,1475.4,1000,1,7.946,0.546,0.721,0.9
YOR125C,CAT5,0.0362,0.0447,0.0529,13.1,15.5,19.1,15.1,18.3,23.6,1263.9,1000,1,2.652,0.096,0.119,0.14
YOR126C,IAH1,0.016,0.0188,0.0209,33.2,36.9,43.4,49.5,58.4,76.4,1306.2,1000,1,2.933,0.047,0.055,0.061
YOR127W,RGA1,0.0981,0.1203,0.1417,4.9,5.8,7.1,5.1,6.1,7.6,3173.7,1000,1,3.075,0.302,0.37,0.436
YOR128C,ADE2,0.0429,0.0581,0.0685,10.1,11.9,16.2,11.2,13.5,19.3,14333.7,953,1,8.099,0.347,0.471,0.555
YOR129C,AFI1,0.1119,0.1305,0.1478,4.7,5.3,6.2,4.9,5.6,6.6,1451.1,1000,1,1.183,0.132,0.154,0.175
YOR130C,ORT1,0.0381,0.0453,0.0531,13.1,15.3,18.2,15,18.1,22.2,637.8,1000,1,5.088,0.194,0.231,0.27
YOR131C,YOR131C,0.0549,0.0664,0.0762,9.1,10.4,12.6,10,11.6,14.4,1641.4,1000,1,5.393,0.296,0.358,0.411
YOR132W,VPS17,0.0593,0.0704,0.0808,8.6,9.9,11.7,9.4,10.9,13.2,3292.4,1000,1,2.307,0.137,0.162,0.186
YOR133W,EFT1,0.021,0.0258,0.0297,23.4,26.9,33,30.5,36.7,49.2,6758.2,1000,1,39.24,0.824,1.012,1.165
YOR134W,BAG7,0.0495,0.0747,0.1008,6.9,9.3,14,7.4,10.2,16.3,58.4,1000,0,0.4938,0.024,0.037,0.05
YOR136W,IDH2,0.0562,0.0745,0.096,7.2,9.3,12.3,7.8,10.3,14.1,15650.6,592,1,27.76,1.56,2.068,2.665
YOR137C,SIA1,0.0689,0.0815,0.0952,7.3,8.5,10.1,7.9,9.3,11.2,1351.7,1000,1,2.116,0.146,0.173,0.202
YOR138C,RUP1,0.0578,0.0721,0.086,8.1,9.6,12,8.8,10.6,13.6,3812.7,1000,1,3.975,0.23,0.287,0.342
YOR140W,SFL1,0.1628,0.2261,0.3249,2.1,3.1,4.3,2.2,3.2,4.4,1165.6,1000,1,1.675,0.273,0.379,0.544
YOR141C,ARP8,0.0798,0.0909,0.1021,6.8,7.6,8.7,7.3,8.3,9.5,4348.5,1000,1,2.333,0.186,0.212,0.238
YOR142W,LSC1,0.0435,0.0655,0.0863,8,10.6,15.9,8.7,11.8,18.9,5367,1000,1,12.82,0.558,0.84,1.107
YOR143C,THI80,0.0342,0.0409,0.049,14.2,16.9,20.3,16.5,20.4,25.4,763.5,1000,1,2.843,0.097,0.116,0.139
YOR144C,ELG1,0.129,0.1534,0.1798,3.9,4.5,5.4,4,4.7,5.7,862,1000,1,1.681,0.217,0.258,0.302
YOR145C,PNO1,0.0401,0.0458,0.0513,13.5,15.1,17.3,15.6,17.8,20.9,4156.5,1000,1,7.242,0.29,0.332,0.372
YOR147W,MDM32,0.0459,0.0558,0.0668,10.4,12.4,15.1,11.6,14.2,17.8,2132.5,1000,1,4.371,0.201,0.244,0.292
YOR148C,SPP2,0.024,0.0298,0.0354,19.6,23.3,28.9,24.3,30.3,40.6,567.9,1000,1,3.777,0.091,0.113,0.134
YOR149C,SMP3,0.0626,0.0723,0.0829,8.4,9.6,11.1,9.1,10.6,12.4,2596.3,1000,1,1.649,0.103,0.119,0.137
YOR150W,MRPL23,0.026,0.0307,0.0346,20.1,22.6,26.7,25.1,29.1,36.4,1634.9,1000,1,6.24,0.162,0.192,0.216
YOR151C,RPB2,0.0644,0.0797,0.0951,7.3,8.7,10.8,7.9,9.5,12.1,13650.7,860,1,9.501,0.612,0.757,0.904
YOR152C,YOR152C,0.0393,0.0445,0.0496,14,15.6,17.7,16.2,18.4,21.4,743.4,1000,1,3.22,0.127,0.143,0.16
YOR153W,PDR5,0.0703,0.0811,0.099,7,8.6,9.9,7.5,9.3,10.9,179261.5,16,1,102.3,7.193,8.298,10.13
YOR154W,SLP1,0.1773,0.2129,0.2595,2.7,3.3,3.9,2.7,3.4,4.1,893.6,1000,1,1.764,0.313,0.376,0.458
YOR155C,ISN1,0.0381,0.0485,0.057,12.2,14.3,18.2,13.8,16.7,22.2,3578.9,1000,1,2.742,0.105,0.133,0.156
YOR156C,NFI1,0.0819,0.1,0.1188,5.8,6.9,8.5,6.2,7.4,9.2,1530.2,1000,1,1.342,0.11,0.134,0.16
YOR157C,PUP1,0.0395,0.0519,0.0645,10.7,13.3,17.5,12,15.4,21.2,4509.4,1000,1,12.48,0.493,0.648,0.805
YOR158W,PET123,0.0471,0.0534,0.0592,11.7,13,14.7,13.3,14.9,17.2,1523,1000,1,4.632,0.218,0.247,0.274
YOR159C,SME1,0.0539,0.074,0.0946,7.3,9.4,12.9,7.9,10.3,14.8,558.9,1000,1,4.809,0.259,0.356,0.455
YOR160W,MTR10,0.0873,0.1019,0.1189,5.8,6.8,7.9,6.2,7.3,8.6,2885.4,1000,1,2.651,0.231,0.27,0.315
YOR161C,PNS1,0.0591,0.0795,0.1009,6.9,8.7,11.7,7.4,9.6,13.3,12615.4,739,1,0.8058,0.048,0.064,0.081
YOR161C-C,YOR161C-C,0.06,0.0863,0.1065,6.5,8,11.6,7,8.7,13.1,41.7,1000,0,0.063,0.004,0.005,0.007
YOR162C,YRR1,0.0743,0.0848,0.0965,7.2,8.2,9.3,7.7,8.9,10.3,1448,1000,1,1.147,0.085,0.097,0.111
YOR163W,DDP1,0.0384,0.0623,0.085,8.2,11.1,18,8.9,12.5,22,480.4,1000,1,3.205,0.123,0.2,0.272
YOR164C,GET4,0.0152,0.0183,0.0216,32,37.9,45.6,47.1,61,83.5,3183.7,1000,1,6.677,0.102,0.122,0.144
YOR165W,SEY1,0.0701,0.0917,0.1166,5.9,7.6,9.9,6.3,8.2,11,3424.2,1000,1,4.791,0.336,0.439,0.559
YOR166C,SWT1,0.0501,0.0581,0.0664,10.4,11.9,13.8,11.7,13.5,16,863.9,1000,1,3.108,0.156,0.181,0.206
YOR168W,GLN4,0.0507,0.0599,0.0681,10.2,11.6,13.7,11.3,13.1,15.8,14033.7,994,1,15.93,0.808,0.955,1.085
YOR171C,LCB4,0.0638,0.0757,0.0859,8.1,9.2,10.9,8.8,10.1,12.2,3540.4,1000,1,3.23,0.206,0.245,0.277
YOR172W,YRM1,0.0637,0.0784,0.0968,7.2,8.8,10.9,7.7,9.7,12.2,1810.5,1000,1,2.145,0.137,0.168,0.208
YOR173W,DCS2,0.045,0.0695,0.0968,7.2,10,15.4,7.7,11.1,18.2,2374.8,1000,1,1.499,0.067,0.104,0.145
YOR174W,MED4,0.0345,0.0389,0.0431,16.1,17.8,20.1,19.2,21.7,25.1,913.1,1000,1,2.547,0.088,0.099,0.11
YOR175C,ALE1,0.0475,0.0569,0.0665,10.4,12.2,14.6,11.6,13.9,17.1,11680.5,998,1,6.29,0.299,0.358,0.418
YOR176W,HEM15,0.0459,0.0629,0.0815,8.5,11,15.1,9.3,12.4,17.8,8263.7,992,1,3.666,0.168,0.231,0.299
YOR177C,MPC54,0.091,0.1187,0.1467,4.7,5.8,7.6,5,6.2,8.2,58.8,1000,0,0.363,0.033,0.043,0.053
YOR178C,GAC1,0.061,0.0856,0.1086,6.4,8.1,11.4,6.8,8.8,12.8,632.8,1000,1,0.933,0.057,0.08,0.101
YOR179C,SYC1,0.0436,0.0553,0.0665,10.4,12.5,15.9,11.6,14.3,18.9,310.5,1000,0,2.134,0.093,0.118,0.142
YOR180C,DCI1,0.0702,0.0852,0.1012,6.9,8.1,9.9,7.4,8.9,11,546,1000,1,0.648,0.045,0.055,0.066
YOR181W,LAS17,0.1132,0.1619,0.2298,3,4.3,6.1,3.1,4.5,6.5,795.6,1000,1,4.272,0.484,0.692,0.982
YOR184W,SER1,0.0236,0.0293,0.0348,19.9,23.6,29.4,24.8,30.9,41.5,20368.3,958,1,15.41,0.364,0.452,0.536
YOR185C,GSP2,0.0211,0.0275,0.035,19.8,25.2,32.8,24.7,33.6,48.7,3687.2,1000,1,5.481,0.116,0.151,0.192
YOR186W,YOR186W,0.0402,0.0477,0.0565,12.3,14.5,17.3,14,17,20.8,82.5,1000,0,0.2058,0.008,0.01,0.012
YOR188W,MSB1,0.1139,0.1342,0.158,4.4,5.2,6.1,4.6,5.4,6.5,2967.6,1000,1,2.724,0.31,0.366,0.43
YOR189W,IES4,0.033,0.0428,0.0515,13.5,16.2,21,15.6,19.3,26.6,546.1,1000,1,2.872,0.095,0.123,0.148
YOR190W,SPR1,0.0676,0.0853,0.103,6.7,8.1,10.3,7.2,8.8,11.4,149.8,1000,0,0.447,0.03,0.038,0.046
YOR191W,ULS1,0.0915,0.1057,0.1205,5.8,6.6,7.6,6.1,7,8.2,7112.8,999,1,2.371,0.217,0.251,0.286
YOR192C,THI72,0.0498,0.0573,0.0688,10.1,12.1,13.9,11.2,13.7,16.2,752.4,1000,1,0.5172,0.026,0.03,0.036
YOR193W,PEX27,0.0268,0.0316,0.0365,19,22,25.9,23.4,28.1,34.8,500.2,1000,1,2.027,0.054,0.064,0.074
YOR194C,TOA1,0.0647,0.0847,0.1074,6.5,8.2,10.7,6.9,8.9,12,2388.5,1000,1,6.106,0.395,0.517,0.656
YOR194C,TOA1,0.065,0.0849,0.1042,6.7,8.2,10.7,7.1,8.9,11.9,2388.5,1000,1,6.106,0.397,0.518,0.636
YOR195W,SLK19,0.0931,0.1098,0.1277,5.4,6.3,7.4,5.7,6.7,8,1447.7,1000,1,1.973,0.184,0.217,0.252
YOR196C,LIP5,0.0611,0.0827,0.1019,6.8,8.4,11.3,7.3,9.1,12.8,1669.9,1000,1,3.759,0.23,0.311,0.383
YOR197W,MCA1,0.0468,0.0669,0.0888,7.8,10.4,14.8,8.5,11.6,17.4,4301.6,1000,1,10.58,0.495,0.708,0.939
YOR198C,BFR1,0.0409,0.0491,0.0562,12.3,14.1,16.9,14,16.4,20.4,11833.4,1000,1,14.92,0.61,0.732,0.838
YOR201C,MRM1,0.0626,0.0795,0.0951,7.3,8.7,11.1,7.9,9.6,12.4,2093.2,1000,1,3.764,0.236,0.299,0.358
YOR202W,HIS3,0.0403,0.0547,0.0681,10.2,12.7,17.2,11.3,14.5,20.8,908,1000,1,19.28,0.777,1.055,1.313
YOR203W,YOR203W,0.0351,0.0444,0.0507,13.7,15.6,19.7,15.8,18.5,24.6,81.7,1000,0,0.2808,0.01,0.012,0.014
YOR204W,DED1,0.0668,0.0874,0.1036,6.7,7.9,10.4,7.2,8.6,11.6,56229.6,82,1,16.14,1.078,1.411,1.672
YOR205C,GEP3,0.0946,0.1071,0.122,5.7,6.5,7.3,6,6.9,7.9,1114,1000,1,2.683,0.254,0.287,0.327
YOR206W,NOC2,0.0958,0.1126,0.1305,5.3,6.2,7.2,5.6,6.6,7.8,4253.6,1000,1,9.3,0.891,1.047,1.214
YOR207C,RET1,0.073,0.0853,0.0998,6.9,8.1,9.5,7.5,8.8,10.5,8619.5,1000,1,5.965,0.436,0.509,0.595
YOR208W,PTP2,0.1599,0.2064,0.2569,2.7,3.4,4.3,2.8,3.5,4.5,905.3,1000,1,2.549,0.408,0.526,0.655
YOR209C,NPT1,0.0322,0.0365,0.0413,16.8,19,21.5,20.2,23.4,27.4,7427.1,1000,1,9.722,0.313,0.355,0.402
YOR210W,RPB10,0.0113,0.0134,0.0151,45.8,51.9,61.4,84.1,107.3,158.2,806.6,1000,0,16.74,0.189,0.224,0.253
YOR211C,MGM1,0.0828,0.0958,0.1095,6.3,7.2,8.4,6.8,7.8,9.1,2852.7,1000,1,3.784,0.313,0.363,0.414
YOR212W,STE4,0.0644,0.0756,0.0854,8.1,9.2,10.8,8.8,10.1,12.1,4732.4,1000,1,8.587,0.553,0.649,0.733
YOR213C,SAS5,0.063,0.0759,0.0899,7.7,9.1,11,8.4,10,12.3,1053.7,1000,1,1.779,0.112,0.135,0.16
YOR215C,AIM41,0.0333,0.0454,0.0562,12.3,15.3,20.8,14.1,18,26.3,1771.8,1000,1,4.771,0.159,0.217,0.268
YOR216C,RUD3,0.0846,0.1006,0.119,5.8,6.9,8.2,6.2,7.4,8.9,1365,1000,1,3.044,0.258,0.306,0.362
YOR217W,RFC1,0.0755,0.0916,0.1093,6.3,7.6,9.2,6.8,8.2,10.1,6240.5,1000,1,3.288,0.248,0.301,0.359
YOR219C,STE13,0.0679,0.0779,0.0889,7.8,8.9,10.2,8.5,9.8,11.4,5571.3,1000,1,2.629,0.179,0.205,0.234
YOR220W,RCN2,0.0471,0.0551,0.0621,11.2,12.6,14.7,12.6,14.4,17.2,2044.2,1000,1,3.242,0.153,0.179,0.201
YOR221C,MCT1,0.1081,0.1275,0.1487,4.7,5.4,6.4,4.9,5.7,6.9,609.6,1000,1,2.645,0.286,0.337,0.393
YOR222W,ODC2,0.0372,0.0472,0.0558,12.4,14.7,18.6,14.2,17.2,22.9,2903,1000,1,3.384,0.126,0.16,0.189
YOR223W,YOR223W,0.0572,0.084,0.1097,6.3,8.2,12.1,6.7,9,13.8,522.8,1000,1,1.264,0.072,0.106,0.139
YOR224C,RPB8,0.0449,0.0528,0.0609,11.4,13.1,15.4,12.8,15.1,18.3,4352.6,1000,1,20.83,0.935,1.1,1.269
YOR226C,ISU2,0.0487,0.0554,0.0631,11,12.5,14.2,12.3,14.3,16.6,652.2,1000,1,4.268,0.208,0.236,0.269
YOR227W,HER1,0.0783,0.0959,0.1146,6,7.2,8.9,6.4,7.8,9.7,3471.4,1000,1,3.796,0.297,0.364,0.435
YOR228C,YOR228C,0.0546,0.0666,0.08,8.7,10.4,12.7,9.5,11.6,14.5,1276.4,1000,1,1.878,0.103,0.125,0.15
YOR229W,WTM2,0.0574,0.0721,0.0866,8,9.6,12.1,8.7,10.6,13.7,1626,1000,1,2.434,0.14,0.176,0.211
YOR231W,MKK1,0.0782,0.0946,0.1111,6.2,7.3,8.9,6.7,7.9,9.7,2508.1,1000,1,2.456,0.192,0.232,0.273
YOR232W,MGE1,0.03,0.035,0.039,17.8,19.8,23.1,21.6,24.7,30,5647.5,1000,1,12.88,0.387,0.451,0.503
YOR233W,KIN4,0.0792,0.0915,0.1056,6.6,7.6,8.8,7,8.2,9.6,3046.2,1000,1,2.746,0.218,0.251,0.29
YOR234C,RPL33B,0.0164,0.0191,0.0217,31.9,36.2,42.3,46.8,56.7,73.1,6899.8,1000,1,84.85,1.392,1.621,1.841
YOR236W,DFR1,0.0596,0.083,0.1042,6.7,8.4,11.6,7.1,9.1,13.2,356.7,1000,1,3.59,0.214,0.298,0.374
YOR237W,HES1,0.0413,0.0473,0.0537,12.9,14.7,16.8,14.8,17.2,20.2,1278.8,1000,1,0.414,0.017,0.02,0.022
YOR238W,YOR238W,0.0467,0.0531,0.0592,11.7,13.1,14.8,13.2,15,17.4,828.7,1000,1,2.911,0.136,0.155,0.172
YOR239W,ABP140,0.0572,0.0788,0.1013,6.8,8.8,12.1,7.3,9.6,13.8,7459,977,1,12.73,0.728,1.003,1.29
YOR241W,MET7,0.0476,0.0542,0.0616,11.3,12.8,14.5,12.7,14.7,17,4103.2,1000,1,4.689,0.223,0.254,0.289
YOR242C,SSP2,0.1084,0.1646,0.2105,3.3,4.2,6.4,3.4,4.4,6.8,46.6,1000,0,0.726,0.079,0.12,0.153
YOR243C,PUS7,0.0692,0.0805,0.0921,7.5,8.6,10,8.1,9.4,11.1,4770.5,1000,1,5.308,0.367,0.427,0.489
YOR244W,ESA1,0.0513,0.0619,0.072,9.6,11.2,13.5,10.7,12.6,15.6,1420.6,1000,1,2.916,0.15,0.181,0.21
YOR245C,DGA1,0.0486,0.0567,0.0642,10.8,12.2,14.3,12.1,13.9,16.6,2118.6,1000,1,2.683,0.13,0.152,0.172
YOR246C,ENV9,0.0387,0.0506,0.0615,11.3,13.7,17.9,12.7,15.9,21.8,4889.1,1000,1,5.649,0.219,0.286,0.347
YOR247W,SRL1,0.0506,0.0827,0.1107,6.3,8.4,13.7,6.7,9.1,15.9,3289,999,1,80.95,4.096,6.694,8.961
YOR249C,APC5,0.0428,0.0553,0.0684,10.1,12.5,16.2,11.3,14.3,19.3,1002.4,1000,1,1.671,0.072,0.092,0.114
YOR250C,CLP1,0.0542,0.0643,0.073,9.5,10.8,12.8,10.5,12.1,14.7,1805.1,1000,1,1.903,0.103,0.122,0.139
YOR251C,TUM1,0.0318,0.0444,0.0576,12,15.6,21.8,13.7,18.5,27.8,2678.8,1000,1,4.823,0.153,0.214,0.278
YOR252W,TMA16,0.0356,0.0405,0.0456,15.2,17.1,19.5,17.9,20.6,24.1,787.3,1000,1,5.446,0.194,0.221,0.248
YOR253W,NAT5,0.0189,0.0217,0.0244,28.4,31.9,36.6,39.6,46.8,57.7,2928.4,1000,1,3.527,0.067,0.077,0.086
YOR254C,SEC63,0.0488,0.0579,0.0661,10.5,12,14.2,11.7,13.6,16.5,16760.7,980,1,11.85,0.578,0.686,0.783
YOR256C,TRE2,0.0818,0.0971,0.1138,6.1,7.1,8.5,6.5,7.7,9.3,4121,1000,1,2.7,0.221,0.262,0.307
YOR257W,CDC31,0.0659,0.0797,0.0951,7.3,8.7,10.5,7.9,9.5,11.8,659.8,1000,1,4.328,0.285,0.345,0.412
YOR258W,HNT3,0.0234,0.0293,0.037,18.7,23.6,29.6,23,30.9,41.9,198.9,1000,0,0.7302,0.017,0.021,0.027
YOR259C,RPT4,0.0575,0.0726,0.089,7.8,9.6,12,8.4,10.6,13.7,7947.4,995,1,13.1,0.753,0.951,1.166
YOR260W,GCD1,0.1024,0.1191,0.1366,5.1,5.8,6.8,5.3,6.2,7.3,5756.8,1000,1,7.653,0.784,0.912,1.045
YOR261C,RPN8,0.0284,0.0325,0.0375,18.5,21.3,24.4,22.7,27.1,32.2,6202.2,1000,1,18.92,0.537,0.615,0.709
YOR262W,YOR262W,0.0562,0.0674,0.0776,8.9,10.3,12.3,9.8,11.5,14.1,1056.7,1000,1,3.717,0.209,0.251,0.288
YOR264W,DSE3,0.0818,0.0974,0.1132,6.1,7.1,8.5,6.5,7.7,9.3,2012.7,1000,1,3.173,0.26,0.309,0.359
YOR265W,RBL2,0.0173,0.0206,0.0229,30.3,33.7,40,43.4,50.7,66.5,1561.1,1000,1,9.555,0.165,0.197,0.219
YOR266W,PNT1,0.0529,0.0637,0.0758,9.1,10.9,13.1,10.1,12.2,15.1,625.7,1000,1,2.002,0.106,0.128,0.152
YOR267C,HRK1,0.1267,0.1442,0.1631,4.3,4.8,5.5,4.4,5,5.8,2032.2,1000,1,6.995,0.886,1.009,1.141
YOR269W,PAC1,0.0642,0.0751,0.0866,8,9.2,10.8,8.7,10.2,12.1,1719.9,1000,1,1.728,0.111,0.13,0.15
YOR271C,FSF1,0.0534,0.0681,0.0848,8.2,10.2,13,8.9,11.3,14.9,3218.6,1000,1,8.387,0.448,0.571,0.711
YOR272W,YTM1,0.0557,0.064,0.0728,9.5,10.8,12.4,10.5,12.1,14.2,3755.2,1000,1,6.02,0.335,0.385,0.438
YOR273C,TPO4,0.0808,0.0968,0.1121,6.2,7.2,8.6,6.6,7.7,9.4,5798.7,1000,1,3.48,0.281,0.337,0.39
YOR274W,MOD5,0.092,0.1128,0.1329,5.2,6.1,7.5,5.5,6.5,8.1,635,1000,1,2.199,0.202,0.248,0.292
YOR275C,RIM20,0.0655,0.0771,0.089,7.8,9,10.6,8.4,9.9,11.8,2834.4,1000,1,2.72,0.178,0.21,0.242
YOR276W,CAF20,0.0218,0.0259,0.0291,23.8,26.8,31.8,31.2,36.5,46.5,6528.2,1000,1,18.96,0.413,0.491,0.552
YOR278W,HEM4,0.05,0.062,0.0738,9.4,11.2,13.9,10.4,12.6,16.1,729.9,1000,1,2.73,0.137,0.169,0.202
YOR279C,RFM1,0.0595,0.0715,0.0846,8.2,9.7,11.6,8.9,10.7,13.2,253.5,1000,0,1.791,0.107,0.128,0.152
YOR280C,FSH3,0.031,0.0373,0.0432,16,18.6,22.3,19.1,22.8,28.7,1096.7,1000,1,3.171,0.098,0.118,0.137
YOR281C,PLP2,0.0436,0.0515,0.0574,12.1,13.5,15.9,13.7,15.5,18.9,2241.3,1000,1,6.506,0.284,0.335,0.373
YOR283W,YOR283W,0.0325,0.0371,0.0428,16.2,18.7,21.3,19.3,23,27,1722.6,1000,1,8.125,0.264,0.301,0.348
YOR284W,HUA2,0.0447,0.0501,0.0559,12.4,13.8,15.5,14.1,16,18.4,634.8,1000,1,1.136,0.051,0.057,0.063
YOR285W,RDL1,0.0164,0.0195,0.0218,31.8,35.5,42.4,46.5,55,73.3,10308.4,1000,1,19.61,0.322,0.382,0.428
YOR286W,RDL2,0.0393,0.0566,0.0742,9.3,12.2,17.7,10.3,13.9,21.4,1160.2,1000,1,5.847,0.23,0.331,0.434
YOR287C,RRP36,0.0611,0.0765,0.096,7.2,9.1,11.3,7.8,10,12.8,374.2,1000,1,3.301,0.202,0.253,0.317
YOR288C,MPD1,0.036,0.047,0.059,11.8,14.7,19.2,13.3,17.3,23.8,2385.5,1000,1,2.224,0.08,0.105,0.131
YOR289W,YOR289W,0.0266,0.0364,0.0465,14.9,19.1,26,17.5,23.5,35.2,1497.8,1000,1,0.909,0.024,0.033,0.042
YOR290C,SNF2,0.1073,0.1314,0.164,4.2,5.3,6.5,4.4,5.6,6.9,9200.8,941,1,4.312,0.463,0.567,0.707
YOR291W,YPK9,0.0738,0.0876,0.1048,6.6,7.9,9.4,7.1,8.6,10.4,14725.6,719,1,3.38,0.249,0.296,0.354
YOR292C,YOR292C,0.0406,0.047,0.052,13.3,14.7,17.1,15.4,17.3,20.5,1709.3,1000,1,2.517,0.102,0.118,0.131
YOR294W,RRS1,0.0283,0.0334,0.038,18.3,20.8,24.5,22.3,26.2,32.4,1912.3,1000,1,9.278,0.263,0.31,0.353
YOR295W,UAF30,0.0825,0.1015,0.1219,5.7,6.8,8.4,6,7.3,9.2,243,1000,1,2.88,0.238,0.292,0.351
YOR296W,YOR296W,0.0835,0.0996,0.1168,5.9,7,8.3,6.3,7.5,9,3124.7,1000,1,2.413,0.202,0.24,0.282
YOR297C,TIM18,0.0199,0.0246,0.0305,22.8,28.2,34.8,29.4,39.2,53.2,1096.8,1000,1,3.877,0.077,0.095,0.118
YOR298C-A,MBF1,0.0588,0.0793,0.1027,6.8,8.7,11.8,7.2,9.6,13.3,9287.6,922,1,14.3,0.841,1.134,1.468
YOR298W,MUM3,0.0623,0.0724,0.0855,8.1,9.6,11.1,8.8,10.6,12.5,101,1000,0,0.6318,0.039,0.046,0.054
YOR299W,BUD7,0.0691,0.0816,0.0953,7.3,8.5,10,7.8,9.3,11.1,5028.2,1000,1,2.992,0.207,0.244,0.285
YOR300W,YOR300W,0.0302,0.0355,0.0423,16.4,19.6,22.9,19.6,24.3,29.7,142.3,1000,0,0.0012,0,0,0
YOR301W,RAX1,0.0759,0.0896,0.1074,6.5,7.7,9.1,6.9,8.4,10,2860.8,1000,1,0.7938,0.06,0.071,0.085
YOR302W,YOR302W,0.1669,1.0566,1.5485,0.4,0.7,4.2,0.4,0.7,4.3,87.2,998,0,0.3138,0.052,0.332,0.486
YOR303W,CPA1,0.0931,0.1132,0.1451,4.8,6.1,7.4,5,6.5,8,3245.9,1000,1,32.16,2.994,3.641,4.666
YOR304C-A,YOR304C-A,0.0726,0.0949,0.1166,5.9,7.3,9.6,6.3,7.9,10.6,197.1,1000,0,3.297,0.239,0.313,0.384
YOR304W,ISW2,0.1027,0.1188,0.1351,5.1,5.8,6.7,5.4,6.2,7.2,3733.4,1000,1,3.271,0.336,0.389,0.442
YOR305W,RRG7,0.0372,0.0448,0.054,12.8,15.5,18.6,14.7,18.3,22.9,877.6,1000,1,5.834,0.217,0.261,0.315
YOR306C,MCH5,0.098,0.1219,0.1435,4.8,5.7,7.1,5.1,6,7.6,1140.8,1000,1,6.771,0.664,0.825,0.972
YOR307C,SLY41,0.0817,0.0957,0.1105,6.3,7.2,8.5,6.7,7.8,9.3,2726.1,1000,1,2.538,0.207,0.243,0.28
YOR308C,SNU66,0.1113,0.1321,0.1603,4.3,5.2,6.2,4.5,5.5,6.6,1435.1,1000,1,2.018,0.225,0.267,0.324
YOR309C,YOR309C,0.0626,0.0808,0.1024,6.8,8.6,11.1,7.3,9.4,12.4,906.1,1000,1,3.953,0.247,0.319,0.405
YOR310C,NOP58,0.0353,0.0416,0.0476,14.6,16.7,19.6,17,20,24.4,12608.6,1000,1,48.9,1.726,2.034,2.328
YOR311C,DGK1,0.0563,0.0699,0.0827,8.4,9.9,12.3,9.1,11,14,3554.1,1000,1,5.282,0.297,0.369,0.437
YOR313C,SPS4,0.067,0.0882,0.108,6.4,7.9,10.3,6.9,8.5,11.5,145.8,1000,0,0.4128,0.028,0.036,0.045
YOR315W,SFG1,0.1571,0.192,0.2231,3.1,3.6,4.4,3.2,3.7,4.6,1850,1000,1,4.177,0.656,0.802,0.932
YOR316C,COT1,0.0615,0.0747,0.0867,8,9.3,11.3,8.7,10.2,12.7,4103.8,1000,1,3.479,0.214,0.26,0.302
YOR316C-A,YOR316C-A,0.0707,0.0939,0.12,5.8,7.4,9.8,6.1,8,10.9,121.6,1000,0,0.1932,0.014,0.018,0.023
YOR318C,YOR318C,0.0259,0.0311,0.0361,19.2,22.3,26.8,23.7,28.6,36.5,137.8,1000,0,1.139,0.029,0.035,0.041
YOR319W,HSH49,0.0217,0.0284,0.0356,19.5,24.4,31.9,24.1,32.2,46.7,549.3,1000,1,1.988,0.043,0.056,0.071
YOR320C,GNT1,0.0347,0.0393,0.0439,15.8,17.6,20,18.7,21.4,24.9,4854.5,1000,1,3.847,0.134,0.151,0.169
YOR321W,PMT3,0.0481,0.0611,0.0737,9.4,11.3,14.4,10.4,12.8,16.8,12623.3,945,1,2.368,0.114,0.145,0.175
YOR322C,LDB19,0.101,0.1186,0.1358,5.1,5.8,6.9,5.4,6.2,7.4,3382.7,1000,1,3.592,0.363,0.426,0.488
YOR323C,PRO2,0.0264,0.0317,0.036,19.3,21.9,26.3,23.8,28,35.6,9441.4,1000,1,12.93,0.342,0.41,0.466
YOR324C,FRT1,0.065,0.0765,0.0891,7.8,9.1,10.7,8.4,10,11.9,3523.2,1000,1,1.717,0.112,0.131,0.153
YOR327C,SNC2,0.0437,0.0532,0.0614,11.3,13,15.9,12.7,15,18.9,1049.7,1000,1,17.38,0.76,0.925,1.067
YOR328W,PDR10,0.0574,0.0722,0.089,7.8,9.6,12.1,8.4,10.6,13.7,3986.6,1000,1,1.977,0.114,0.143,0.176
