Syst,Gene,alphaLow,alpha,alphaHigh,thalfLowRaw,thalfRaw,thalfHighRaw,thalfLow,thalf,thalfHigh,Yeq,iterations,GoodMeanCounts,ss.abundance,syn.low,syn,syn.high
YDR253C,MET32,0.06,0.092,0.1119,6.2,7.5,11.6,6.6,8.1,13.1,28.8,1000,0,1.095,0.066,0.101,0.123
YDR254W,CHL4,0.0474,0.0547,0.061,11.4,12.7,14.6,12.8,14.5,17.1,820.2,1000,1,1.666,0.079,0.091,0.102
YDR255C,RMD5,0.0814,0.0958,0.1115,6.2,7.2,8.5,6.6,7.8,9.3,1242,1000,1,0.7368,0.06,0.071,0.082
YDR256C,CTA1,0.0599,0.0719,0.0858,8.1,9.6,11.6,8.8,10.7,13.1,296,1000,0,0.5448,0.033,0.039,0.047
YDR257C,RKM4,0.1192,0.1551,0.1967,3.5,4.5,5.8,3.7,4.7,6.2,644.6,1000,1,2.191,0.261,0.34,0.431
YDR259C,YAP6,0.0958,0.1139,0.1384,5,6.1,7.2,5.3,6.5,7.8,156.3,1000,0,3.43,0.329,0.391,0.475
YDR260C,SWM1,0.0692,0.0883,0.1064,6.5,7.9,10,7,8.5,11.1,527.1,1000,1,2.234,0.155,0.197,0.238
YDR261C,EXG2,0.0584,0.0755,0.0911,7.6,9.2,11.9,8.2,10.1,13.5,5052.1,1000,1,6.753,0.394,0.51,0.615
YDR261W-B,YDR261W-B,0.0319,0.0366,0.0427,16.2,18.9,21.7,19.3,23.3,27.7,127,1000,0,6.75,0.215,0.247,0.288
YDR262W,YDR262W,0.0351,0.0408,0.046,15.1,17,19.7,17.7,20.4,24.6,2364.6,1000,1,5.97,0.21,0.244,0.275
YDR263C,DIN7,0.0786,0.0954,0.1129,6.1,7.3,8.8,6.5,7.8,9.7,473.7,1000,1,0.7602,0.06,0.073,0.086
YDR264C,AKR1,0.0562,0.0653,0.0747,9.3,10.6,12.3,10.2,11.9,14.1,16441.2,915,1,6.594,0.371,0.431,0.493
YDR265W,PEX10,0.0691,0.0894,0.1119,6.2,7.8,10,6.6,8.4,11.1,778.8,1000,1,2.054,0.142,0.184,0.23
YDR266C,YDR266C,0.1095,0.1256,0.1443,4.8,5.5,6.3,5,5.8,6.8,3357.8,1000,1,4.373,0.479,0.549,0.631
YDR267C,CIA1,0.0538,0.0726,0.0909,7.6,9.5,12.9,8.3,10.5,14.8,656,1000,1,2.872,0.155,0.209,0.261
YDR268W,MSW1,0.0381,0.0435,0.0476,14.6,16,18.2,17,19,22.2,1225.2,1000,1,1.356,0.052,0.059,0.065
YDR270W,CCC2,0.0868,0.1003,0.1148,6,6.9,8,6.4,7.4,8.7,3790.5,1000,1,1.843,0.16,0.185,0.212
YDR272W,GLO2,0.0382,0.0468,0.0536,12.9,14.8,18.2,14.8,17.4,22.2,3297.5,1000,1,5.462,0.209,0.256,0.293
YDR273W,DON1,0.0667,0.088,0.1095,6.3,7.9,10.4,6.8,8.5,11.6,262.6,1000,0,0.6132,0.041,0.054,0.067
YDR275W,BSC2,0.0437,0.0509,0.0566,12.2,13.6,15.9,13.9,15.7,18.8,1447.1,1000,1,2.492,0.109,0.127,0.141
YDR276C,PMP3,0.0307,0.0378,0.0434,16,18.3,22.6,19,22.4,29.2,3120.9,1000,1,86.76,2.663,3.279,3.765
YDR277C,MTH1,0.0897,0.1033,0.1172,5.9,6.7,7.7,6.3,7.2,8.4,668.9,1000,1,6.701,0.601,0.692,0.785
YDR279W,RNH202,0.049,0.0604,0.0706,9.8,11.5,14.1,10.9,12.9,16.5,1437.1,1000,1,1.788,0.088,0.108,0.126
YDR280W,RRP45,0.0535,0.0626,0.0723,9.6,11.1,12.9,10.6,12.4,14.9,2116.7,1000,1,5.169,0.277,0.324,0.374
YDR281C,PHM6,0.1129,0.163,0.2598,2.7,4.3,6.1,2.7,4.4,6.5,150.1,1000,0,0.5058,0.057,0.082,0.131
YDR282C,YDR282C,0.0623,0.0753,0.086,8.1,9.2,11.1,8.8,10.1,12.5,542.8,1000,1,0.7632,0.048,0.057,0.066
YDR283C,GCN2,0.0691,0.0839,0.1007,6.9,8.3,10,7.4,9,11.1,8354,998,1,3.308,0.229,0.278,0.333
YDR284C,DPP1,0.0212,0.0246,0.028,24.8,28.2,32.7,32.9,39.2,48.5,4739.8,1000,1,2.172,0.046,0.053,0.061
YDR285W,ZIP1,0.0432,0.0508,0.06,11.6,13.7,16,13.1,15.8,19.1,319.5,1000,0,0.6432,0.028,0.033,0.039
YDR287W,INM2,0.0417,0.0509,0.0591,11.7,13.6,16.6,13.3,15.7,19.9,1122.2,1000,1,2.187,0.091,0.111,0.129
YDR288W,NSE3,0.0504,0.0584,0.0667,10.4,11.9,13.8,11.6,13.5,15.9,1215.5,1000,1,2.491,0.126,0.146,0.166
YDR289C,RTT103,0.0676,0.0778,0.086,8.1,8.9,10.3,8.8,9.8,11.4,928.6,1000,1,2.506,0.169,0.195,0.216
YDR291W,HRQ1,0.0806,0.0983,0.1178,5.9,7.1,8.6,6.2,7.6,9.4,2373.9,1000,1,1.937,0.156,0.19,0.228
YDR292C,SRP101,0.0641,0.0747,0.0858,8.1,9.3,10.8,8.8,10.2,12.1,5094.7,1000,1,3.834,0.246,0.286,0.329
YDR294C,DPL1,0.063,0.0816,0.0993,7,8.5,11,7.5,9.3,12.4,6444.2,1000,1,6.219,0.392,0.508,0.618
YDR295C,HDA2,0.0704,0.0839,0.0969,7.2,8.3,9.8,7.7,9,10.9,1425,1000,1,1.798,0.127,0.151,0.174
YDR296W,MHR1,0.0368,0.0495,0.0616,11.3,14,18.8,12.7,16.3,23.2,1016.3,1000,1,2.753,0.101,0.136,0.17
YDR297W,SUR2,0.0408,0.0478,0.0541,12.8,14.5,17,14.7,16.9,20.5,4247.6,1000,1,14.03,0.572,0.671,0.759
YDR298C,ATP5,0.0158,0.0183,0.0203,34.1,37.8,43.7,51.6,60.7,77.5,8799.1,1000,1,15.62,0.247,0.286,0.317
YDR299W,BFR2,0.1219,0.1423,0.1626,4.3,4.9,5.7,4.5,5.1,6,2043.3,1000,1,6.154,0.75,0.876,1.001
YDR300C,PRO1,0.0437,0.049,0.0549,12.6,14.1,15.9,14.4,16.5,18.8,2684.8,1000,1,4.983,0.218,0.244,0.274
YDR301W,CFT1,0.0947,0.1097,0.1269,5.5,6.3,7.3,5.8,6.7,7.9,6471.6,1000,1,3.313,0.314,0.364,0.42
YDR302W,GPI11,0.015,0.018,0.0212,32.6,38.5,46.1,48.3,62.4,85.2,2001.2,1000,1,4.638,0.07,0.083,0.098
YDR303C,RSC3,0.1046,0.1309,0.1579,4.4,5.3,6.6,4.6,5.6,7.1,3424.5,1000,1,3.536,0.37,0.463,0.558
YDR304C,CPR5,0.0171,0.0208,0.0237,29.2,33.3,40.5,41.2,49.8,67.9,13774.8,1000,1,17.02,0.291,0.354,0.404
YDR305C,HNT2,0.0194,0.0226,0.025,27.7,30.7,35.7,38.3,44.2,55.4,950.4,1000,1,2.558,0.05,0.058,0.064
YDR306C,YDR306C,0.0507,0.0595,0.0674,10.3,11.7,13.7,11.5,13.2,15.8,1655,1000,1,2.443,0.124,0.145,0.165
YDR307W,YDR307W,0.0674,0.0844,0.1013,6.8,8.2,10.3,7.3,8.9,11.5,2956.2,1000,1,2.067,0.139,0.175,0.209
YDR308C,SRB7,0.028,0.0321,0.0362,19.1,21.6,24.8,23.6,27.6,32.8,717.8,1000,1,4.538,0.127,0.146,0.164
YDR309C,GIC2,0.2397,0.3657,0.6347,1.1,1.9,2.9,1.1,1.9,3,1876.5,1000,1,15.99,3.832,5.846,10.15
YDR310C,SUM1,0.0935,0.1101,0.1282,5.4,6.3,7.4,5.7,6.7,8,5082.7,1000,1,4.86,0.454,0.535,0.623
YDR311W,TFB1,0.0739,0.0838,0.0945,7.3,8.3,9.4,7.9,9,10.3,1653.3,1000,1,1.927,0.142,0.162,0.182
YDR312W,SSF2,0.0606,0.0684,0.0769,9,10.1,11.4,9.9,11.3,12.9,1193.9,1000,1,2.359,0.143,0.161,0.181
YDR313C,PIB1,0.0617,0.0756,0.0907,7.6,9.2,11.2,8.3,10.1,12.7,1935.6,1000,1,1.461,0.09,0.111,0.133
YDR314C,RAD34,0.0948,0.1203,0.1471,4.7,5.8,7.3,4.9,6.1,7.9,972.8,1000,1,0.399,0.038,0.048,0.059
YDR315C,IPK1,0.0226,0.0258,0.0284,24.4,26.8,30.6,32.2,36.6,44,753.5,1000,1,0.972,0.022,0.025,0.028
YDR316W,OMS1,0.0737,0.0863,0.0995,7,8,9.4,7.5,8.7,10.4,763.1,1000,1,2.05,0.151,0.177,0.204
YDR317W,HIM1,0.0261,0.0338,0.0429,16.2,20.5,26.5,19.3,25.8,36.1,126.8,1000,0,0.9672,0.025,0.033,0.041
YDR318W,MCM21,0.094,0.1219,0.1504,4.6,5.7,7.4,4.8,6,8,265.5,1000,1,1.373,0.129,0.167,0.207
YDR319C,YDR319C,0.0145,0.0173,0.0202,34.2,40.1,47.9,52,66.6,91.5,1649.2,1000,1,2.116,0.031,0.037,0.043
YDR320C,SWA2,0.0893,0.1011,0.1197,5.8,6.9,7.8,6.1,7.4,8.4,2073.9,1000,1,2.895,0.259,0.293,0.347
YDR320C-A,DAD4,0.013,0.0152,0.0172,40.2,45.7,53.2,67.1,84,113,1486.5,1000,1,12.4,0.161,0.189,0.213
YDR320W-B,YDR320W-B,0.0813,0.0949,0.1174,5.9,7.3,8.5,6.3,7.9,9.3,51.9,1000,0,0.381,0.031,0.036,0.045
YDR321W,ASP1,0.0265,0.0331,0.0393,17.6,20.9,26.1,21.4,26.4,35.3,15417.8,997,1,9.304,0.247,0.308,0.366
YDR322C-A,TIM11,0.0269,0.0329,0.038,18.2,21.1,25.8,22.3,26.7,34.7,2730.6,1000,1,19.23,0.517,0.633,0.731
YDR322W,MRPL35,0.0362,0.0442,0.0534,13,15.7,19.2,14.9,18.6,23.7,1319.4,1000,1,4.063,0.147,0.18,0.217
YDR323C,PEP7,0.0618,0.0702,0.08,8.7,9.9,11.2,9.5,11,12.6,806.1,1000,1,1.009,0.062,0.071,0.081
YDR324C,UTP4,0.0943,0.1126,0.1288,5.4,6.2,7.4,5.7,6.6,7.9,3987.5,1000,1,4.949,0.467,0.557,0.637
YDR325W,YCG1,0.0886,0.1026,0.1163,6,6.8,7.8,6.3,7.2,8.5,3020.4,1000,1,1.693,0.15,0.174,0.197
YDR326C,YSP2,0.0869,0.1042,0.1211,5.7,6.7,8,6.1,7.1,8.7,8776.4,1000,1,4.604,0.4,0.48,0.558
YDR328C,SKP1,0.0294,0.042,0.0524,13.2,16.5,23.5,15.2,19.7,30.8,3605.8,1000,1,8.339,0.245,0.35,0.437
YDR329C,PEX3,0.0695,0.0833,0.0984,7,8.3,10,7.6,9.1,11.1,1945.7,1000,1,2.235,0.155,0.186,0.22
YDR330W,UBX5,0.0659,0.0829,0.1006,6.9,8.4,10.5,7.4,9.1,11.8,2570.4,1000,1,3.07,0.202,0.255,0.309
YDR331W,GPI8,0.0485,0.0552,0.0624,11.1,12.6,14.3,12.5,14.3,16.7,3990.6,1000,1,2.528,0.123,0.14,0.158
YDR332W,IRC3,0.0487,0.0557,0.0618,11.2,12.5,14.2,12.6,14.2,16.6,1018.2,1000,1,1.718,0.084,0.096,0.106
YDR333C,YDR333C,0.0724,0.085,0.0984,7,8.2,9.6,7.6,8.9,10.6,3920.7,1000,1,3.259,0.236,0.277,0.321
YDR334W,SWR1,0.099,0.1149,0.1313,5.3,6,7,5.6,6.4,7.5,8918.2,965,1,3.959,0.392,0.455,0.52
YDR335W,MSN5,0.0771,0.0894,0.1125,6.2,7.8,9,6.6,8.4,9.9,15370.8,737,1,5.778,0.446,0.517,0.65
YDR336W,YDR336W,0.0274,0.0318,0.0359,19.3,21.8,25.3,23.9,27.9,33.9,604.2,1000,1,2.072,0.057,0.066,0.074
YDR337W,MRPS28,0.0372,0.0437,0.0491,14.1,15.9,18.6,16.4,18.8,22.9,1426.4,1000,1,3.771,0.14,0.165,0.185
YDR338C,YDR338C,0.054,0.0619,0.0703,9.9,11.2,12.8,10.9,12.6,14.7,2255.1,1000,1,1.464,0.079,0.091,0.103
YDR339C,FCF1,0.0349,0.04,0.0459,15.1,17.3,19.9,17.8,21,24.8,1468.3,1000,1,8.921,0.311,0.357,0.41
YDR341C,YDR341C,0.0312,0.0363,0.0415,16.7,19.1,22.2,20,23.6,28.5,23018.4,946,1,19.87,0.62,0.721,0.825
YDR343C,HXT6,0.0692,0.0862,0.1039,6.7,8,10,7.1,8.7,11.1,177.4,1000,0,1.098,0.076,0.095,0.114
YDR344C,YDR344C,0.0788,0.0927,0.1092,6.3,7.5,8.8,6.8,8.1,9.6,204.1,1000,0,0.2712,0.021,0.025,0.03
YDR345C,HXT3,0.0642,0.0831,0.0997,7,8.3,10.8,7.5,9.1,12.1,20362.9,428,1,130,8.348,10.81,12.96
YDR346C,SVF1,0.055,0.0642,0.0739,9.4,10.8,12.6,10.4,12.1,14.4,6090.5,1000,1,14.71,0.809,0.944,1.087
YDR347W,MRP1,0.0471,0.0599,0.0721,9.6,11.6,14.7,10.6,13.1,17.3,3883.8,1000,1,3.747,0.177,0.224,0.27
YDR348C,PAL1,0.0746,0.0892,0.1032,6.7,7.8,9.3,7.2,8.4,10.2,3504,1000,1,4.748,0.354,0.424,0.49
YDR349C,YPS7,0.0661,0.0803,0.0971,7.1,8.6,10.5,7.7,9.4,11.7,8548.4,994,1,5.079,0.336,0.408,0.493
YDR350C,ATP22,0.0447,0.0517,0.0581,11.9,13.4,15.5,13.6,15.5,18.3,2801.1,1000,1,2.19,0.098,0.113,0.127
YDR351W,SBE2,0.1318,0.1572,0.2001,3.5,4.4,5.3,3.6,4.6,5.6,3405.9,1000,1,4.131,0.545,0.649,0.827
YDR352W,YDR352W,0.0521,0.0601,0.0668,10.4,11.5,13.3,11.6,13,15.3,2519.3,1000,1,2.675,0.139,0.161,0.179
YDR353W,TRR1,0.0398,0.0567,0.0753,9.2,12.2,17.4,10.1,13.9,21.1,18348.4,588,1,25.2,1.003,1.429,1.897
YDR354W,TRP4,0.0559,0.0697,0.0838,8.3,9.9,12.4,9,11,14.2,4452.7,1000,1,6.322,0.353,0.441,0.53
YDR356W,SPC110,0.1089,0.1297,0.1496,4.6,5.3,6.4,4.9,5.6,6.8,1956.7,1000,1,1.775,0.193,0.23,0.266
YDR357C,CNL1,0.0272,0.0315,0.0363,19.1,22,25.5,23.6,28.2,34.2,1200.5,1000,1,6.11,0.166,0.193,0.222
YDR358W,GGA1,0.0652,0.0807,0.0945,7.3,8.6,10.6,7.9,9.4,11.9,1969,1000,1,2.034,0.133,0.164,0.192
YDR359C,EAF1,0.0895,0.1052,0.1234,5.6,6.6,7.7,5.9,7.1,8.4,4738.9,1000,1,2.329,0.209,0.245,0.287
YDR361C,BCP1,0.0358,0.0423,0.0478,14.5,16.4,19.3,16.9,19.6,23.9,1930.6,1000,1,7.785,0.279,0.329,0.372
YDR362C,TFC6,0.0748,0.0902,0.1054,6.6,7.7,9.3,7,8.3,10.2,1614.8,1000,1,1.879,0.141,0.17,0.198
YDR363W,ESC2,0.1125,0.1341,0.1555,4.5,5.2,6.2,4.7,5.4,6.6,746.3,1000,1,1.325,0.149,0.178,0.206
YDR363W-A,SEM1,0.0395,0.0481,0.0565,12.3,14.4,17.5,14,16.8,21.3,2828.2,1000,1,18.21,0.719,0.876,1.029
YDR364C,CDC40,0.0694,0.0843,0.0991,7,8.2,10,7.5,9,11.1,1317.5,1000,1,1.98,0.137,0.167,0.196
YDR365C,ESF1,0.0808,0.0913,0.104,6.7,7.6,8.6,7.1,8.2,9.4,6472.3,1000,1,9.046,0.731,0.826,0.941
YDR365W-B,YDR365W-B,0.06,0.085,0.1302,5.3,8.2,11.6,5.6,8.9,13.1,26.2,1000,0,74.33,4.46,6.318,9.678
YDR368W,YPR1,0.0335,0.0524,0.0728,9.5,13.2,20.7,10.5,15.2,26,3911.4,1000,1,7.099,0.238,0.372,0.517
YDR369C,XRS2,0.0427,0.0498,0.0566,12.2,13.9,16.2,13.9,16.1,19.3,1378.3,1000,1,1.118,0.048,0.056,0.063
YDR370C,YDR370C,0.0291,0.0356,0.0429,16.2,19.5,23.8,19.3,24.2,31.2,1840.9,1000,1,2.841,0.083,0.101,0.122
YDR371W,CTS2,0.0538,0.0619,0.0704,9.8,11.2,12.9,10.9,12.6,14.8,1246.5,1000,1,2.615,0.141,0.162,0.184
YDR372C,VPS74,0.0359,0.0416,0.046,15.1,16.7,19.3,17.7,20,23.9,5081.2,1000,1,4.807,0.173,0.2,0.221
YDR373W,FRQ1,0.0207,0.0237,0.0264,26.3,29.3,33.4,35.5,41.3,50.1,2689,1000,1,7.255,0.15,0.172,0.192
YDR374W-A,YDR374W-A,0.0222,0.0289,0.0349,19.9,24,31.3,24.8,31.5,45.4,673.8,1000,1,4.533,0.101,0.131,0.158
YDR375C,BCS1,0.0552,0.0717,0.0892,7.8,9.7,12.6,8.4,10.7,14.3,1782.9,1000,1,2.21,0.122,0.158,0.197
YDR376W,ARH1,0.0394,0.0458,0.0516,13.4,15.1,17.6,15.5,17.8,21.4,2910.6,1000,1,2.736,0.108,0.125,0.141
YDR377W,ATP17,0.0091,0.0107,0.012,57.5,64.9,76.6,134.7,183.5,322.3,2500.6,1000,1,12.81,0.117,0.137,0.154
YDR378C,LSM6,0.0216,0.0271,0.0322,21.6,25.5,32.1,27.4,34.2,47.2,2213.3,1000,1,11.8,0.255,0.32,0.38
YDR379C-A,YDR379C-A,0.0212,0.0241,0.0265,26.1,28.8,32.7,35.3,40.4,48.5,518.3,1000,0,5.529,0.117,0.133,0.147
YDR379W,RGA2,0.104,0.1201,0.139,5,5.8,6.7,5.2,6.1,7.1,2569.9,1000,1,2.766,0.288,0.332,0.385
YDR380W,ARO10,0.0314,0.0404,0.0471,14.7,17.1,22.1,17.3,20.7,28.3,2634.5,1000,1,18.59,0.584,0.751,0.876
YDR381C-A,YDR381C-A,0.0289,0.0346,0.041,16.9,20.1,24,20.3,25.1,31.5,459.6,1000,1,2.996,0.087,0.104,0.123
YDR381W,YRA1,0.0357,0.0453,0.0537,12.9,15.3,19.4,14.8,18.1,24.1,8740.9,1000,1,13.55,0.484,0.614,0.728
YDR383C,NKP1,0.0434,0.0574,0.0705,9.8,12.1,16,10.9,13.7,19,395.2,1000,1,2.392,0.104,0.137,0.169
YDR384C,ATO3,0.0702,0.095,0.126,5.5,7.3,9.9,5.8,7.9,10.9,3310.7,1000,1,6.057,0.425,0.575,0.763
YDR385W,EFT2,0.0235,0.0295,0.0348,19.9,23.5,29.5,24.8,30.7,41.7,6215.8,1000,1,94.33,2.217,2.783,3.283
YDR386W,MUS81,0.0719,0.0925,0.1144,6.1,7.5,9.6,6.4,8.1,10.7,425,1000,1,4.797,0.345,0.444,0.549
YDR387C,YDR387C,0.0598,0.0726,0.0847,8.2,9.5,11.6,8.9,10.5,13.1,3165.4,1000,1,2.477,0.148,0.18,0.21
YDR388W,RVS167,0.0489,0.0701,0.0913,7.6,9.9,14.2,8.2,11,16.5,9300.8,930,1,10.49,0.513,0.735,0.958
YDR389W,SAC7,0.1107,0.1301,0.1528,4.5,5.3,6.3,4.8,5.6,6.7,4498.3,1000,1,2.614,0.289,0.34,0.399
YDR390C,UBA2,0.096,0.1104,0.1275,5.4,6.3,7.2,5.7,6.7,7.8,3245.4,1000,1,4.238,0.407,0.468,0.54
YDR391C,YDR391C,0.0402,0.0512,0.0617,11.2,13.5,17.2,12.6,15.6,20.8,1086.2,1000,1,2.739,0.11,0.14,0.169
YDR392W,SPT3,0.0719,0.0913,0.1122,6.2,7.6,9.6,6.6,8.2,10.7,590.5,1000,1,1.954,0.141,0.178,0.219
YDR393W,SHE9,0.0573,0.0666,0.0747,9.3,10.4,12.1,10.2,11.6,13.7,1590.5,1000,1,1.598,0.092,0.106,0.119
YDR394W,RPT3,0.0612,0.0757,0.0914,7.6,9.2,11.3,8.2,10.1,12.8,8253.3,991,1,10.79,0.661,0.817,0.987
YDR396W,YDR396W,0.0963,0.176,0.2746,2.5,3.9,7.2,2.6,4.1,7.8,34.4,1000,0,0.327,0.031,0.058,0.09
YDR397C,NCB2,0.0312,0.0416,0.0503,13.8,16.7,22.3,16,20,28.6,756.3,1000,1,8.985,0.28,0.374,0.452
YDR398W,UTP5,0.0782,0.0899,0.1006,6.9,7.7,8.9,7.4,8.3,9.7,3731.6,1000,1,10.62,0.83,0.955,1.068
YDR399W,HPT1,0.0382,0.0464,0.0531,13.1,15,18.1,15,17.6,22.1,8832.2,1000,1,26.04,0.995,1.208,1.383
YDR400W,URH1,0.0425,0.0547,0.0654,10.6,12.7,16.3,11.8,14.5,19.5,3098.9,1000,1,3.165,0.135,0.173,0.207
YDR401W,YDR401W,0.0261,0.0322,0.0398,17.4,21.5,26.5,21,27.3,36.1,95.3,1000,0,0.5382,0.014,0.017,0.021
YDR402C,DIT2,0.0692,0.0945,0.1243,5.6,7.3,10,5.9,7.9,11.1,65.7,1000,0,0.222,0.015,0.021,0.028
YDR403W,DIT1,0.039,0.075,0.1057,6.6,9.2,17.8,7,10.2,21.6,45,1000,0,0.8598,0.034,0.064,0.091
YDR404C,RPB7,0.0459,0.0532,0.0605,11.5,13,15.1,12.9,15,17.8,2539.7,1000,1,10.07,0.462,0.536,0.609
YDR405W,MRP20,0.0588,0.0752,0.0918,7.6,9.2,11.8,8.2,10.2,13.4,600.9,1000,1,3.666,0.216,0.276,0.337
YDR406W-A,YDR406W-A,0.0417,0.0502,0.0628,11,13.8,16.6,12.4,16,19.9,95.3,1000,0,0.0822,0.003,0.004,0.005
YDR407C,TRS120,0.0866,0.1033,0.1238,5.6,6.7,8,5.9,7.2,8.7,7253.1,999,1,3.169,0.275,0.327,0.392
YDR408C,ADE8,0.0319,0.0438,0.0543,12.8,15.8,21.8,14.6,18.8,27.8,3239.4,1000,1,6.688,0.213,0.293,0.363
YDR409W,SIZ1,0.1364,0.1738,0.2215,3.1,4,5.1,3.2,4.2,5.4,970.2,1000,1,1.962,0.268,0.341,0.435
YDR410C,STE14,0.0494,0.0604,0.0711,9.8,11.5,14,10.8,13,16.3,2532.3,1000,1,4.985,0.246,0.301,0.354
YDR411C,DFM1,0.0522,0.0702,0.0888,7.8,9.9,13.3,8.5,10.9,15.3,5828.7,1000,1,2.743,0.143,0.193,0.244
YDR412W,RRP17,0.0636,0.0762,0.0877,7.9,9.1,10.9,8.6,10,12.2,1329.6,1000,1,4.471,0.284,0.341,0.392
YDR414C,ERD1,0.0742,0.095,0.1138,6.1,7.3,9.3,6.5,7.9,10.3,932.3,1000,1,2.368,0.176,0.225,0.27
YDR415C,YDR415C,0.0573,0.0701,0.0825,8.4,9.9,12.1,9.2,11,13.7,1689.5,1000,1,2.378,0.136,0.167,0.196
YDR416W,SYF1,0.0743,0.0927,0.112,6.2,7.5,9.3,6.6,8.1,10.3,1700.2,1000,1,1.707,0.127,0.158,0.191
YDR418W,RPL12B,0.0117,0.0138,0.0156,44.3,50.1,59.2,79.4,99.8,144.2,26712.4,999,1,112.6,1.317,1.554,1.757
YDR419W,RAD30,0.0688,0.0805,0.0943,7.3,8.6,10.1,7.9,9.4,11.2,1518.2,1000,1,1.206,0.083,0.097,0.114
YDR420W,HKR1,0.1687,0.2245,0.3012,2.3,3.1,4.1,2.4,3.2,4.3,4092.5,1000,1,3.957,0.668,0.888,1.192
YDR421W,ARO80,0.0634,0.0766,0.0902,7.7,9.1,10.9,8.3,9.9,12.3,2198,1000,1,1.622,0.103,0.124,0.146
YDR422C,SIP1,0.0842,0.098,0.1144,6.1,7.1,8.2,6.4,7.6,9,4745.6,1000,1,2.176,0.183,0.213,0.249
YDR423C,CAD1,0.0713,0.0884,0.106,6.5,7.8,9.7,7,8.5,10.8,1626,1000,1,1.816,0.13,0.161,0.193
YDR424C,DYN2,0.0182,0.022,0.0254,27.3,31.5,38.2,37.4,46,61.6,1368.3,1000,1,5.898,0.107,0.13,0.15
YDR425W,SNX41,0.1663,0.1982,0.2351,2.9,3.5,4.2,3,3.6,4.3,406.3,1000,1,2.578,0.429,0.511,0.606
YDR427W,RPN9,0.0459,0.0546,0.0645,10.7,12.7,15.1,12,14.5,17.8,5484,1000,1,11.78,0.541,0.643,0.76
YDR428C,BNA7,0.0272,0.0315,0.0349,19.9,22,25.5,24.7,28.2,34.1,680.9,1000,1,2.311,0.063,0.073,0.081
YDR429C,TIF35,0.0352,0.0416,0.0468,14.8,16.7,19.7,17.4,20,24.5,8049.8,1000,1,20.27,0.714,0.843,0.949
YDR430C,CYM1,0.0726,0.0886,0.1064,6.5,7.8,9.5,7,8.5,10.5,4324.2,1000,1,2.855,0.207,0.253,0.304
YDR432W,NPL3,0.0494,0.0751,0.103,6.7,9.2,14,7.2,10.2,16.3,5653,996,1,19.52,0.964,1.466,2.011
YDR434W,GPI17,0.0232,0.0287,0.035,19.8,24.1,29.9,24.7,31.8,42.5,5767.4,1000,1,4.401,0.102,0.126,0.154
YDR435C,PPM1,0.0477,0.0559,0.0636,10.9,12.4,14.5,12.2,14.1,17,1275.6,1000,1,2.447,0.117,0.137,0.156
YDR436W,PPZ2,0.0783,0.0957,0.1141,6.1,7.2,8.8,6.5,7.8,9.7,1628,1000,1,1.593,0.125,0.152,0.182
YDR437W,GPI19,0.0766,0.0948,0.1134,6.1,7.3,9.1,6.5,7.9,10,568.9,1000,1,0.5412,0.041,0.051,0.061
YDR438W,THI74,0.0492,0.0577,0.0654,10.6,12,14.1,11.8,13.7,16.4,1188.9,1000,1,1.514,0.074,0.087,0.099
YDR439W,LRS4,0.0822,0.098,0.1158,6,7.1,8.4,6.4,7.6,9.2,509.5,1000,1,1.536,0.126,0.151,0.178
YDR440W,DOT1,0.0931,0.1063,0.1198,5.8,6.5,7.4,6.1,7,8,1226.7,1000,1,2.471,0.23,0.263,0.296
YDR441C,APT2,0.0636,0.0729,0.0837,8.3,9.5,10.9,9,10.5,12.2,1223.7,1000,1,5.532,0.352,0.403,0.463
YDR443C,SSN2,0.0907,0.1059,0.1251,5.5,6.5,7.6,5.9,7,8.3,4460.9,1000,1,1.635,0.148,0.173,0.205
YDR444W,YDR444W,0.0659,0.0796,0.0959,7.2,8.7,10.5,7.8,9.5,11.8,2578.5,1000,1,2.421,0.16,0.193,0.232
YDR448W,ADA2,0.0836,0.0977,0.1115,6.2,7.1,8.3,6.6,7.6,9,1620.3,1000,1,0.1272,0.011,0.012,0.014
YDR449C,UTP6,0.06,0.0818,0.1027,6.7,8.5,11.6,7.2,9.3,13.1,608.7,1000,1,6.133,0.368,0.502,0.63
YDR451C,YHP1,0.08,0.0936,0.1082,6.4,7.4,8.7,6.8,8,9.5,1289.6,1000,1,3.024,0.242,0.283,0.327
YDR452W,PPN1,0.0573,0.0746,0.0928,7.5,9.3,12.1,8.1,10.2,13.8,8985.1,952,1,9.812,0.562,0.732,0.911
YDR453C,TSA2,0.0212,0.031,0.0421,16.5,22.4,32.7,19.7,28.8,48.5,2264.4,1000,1,2.603,0.055,0.081,0.11
YDR454C,GUK1,0.0153,0.0189,0.0219,31.6,36.8,45.2,46.1,58,82.3,11238.3,1000,1,17.13,0.262,0.324,0.375
YDR456W,NHX1,0.0541,0.0664,0.0816,8.5,10.4,12.8,9.3,11.6,14.7,10668.4,992,1,5.081,0.275,0.337,0.415
YDR458C,HEH2,0.1118,0.1344,0.1558,4.5,5.2,6.2,4.7,5.4,6.6,1501.2,1000,1,2.795,0.313,0.376,0.435
YDR459C,PFA5,0.052,0.0596,0.0668,10.4,11.6,13.3,11.6,13.1,15.4,1718.8,1000,1,1.728,0.09,0.103,0.115
